"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"273X-10","USD","273X-10-1","Jd. Das Oliveiras","1","58619"
"2740-10","USD","2740-10-0","Metrô Santana","0","82474"
"274P-10","US_","274P-10-0","Metrô Vl. Mariana","0","72882"
"274P-10","US_","274P-10-1","Penha","1","72883"
"2755-10","USD","2755-10-0","Metrô Penha","0","79022"
"2755-10","USD","2755-10-1","Guaianases","1","78650"
"2756-10","USD","2756-10-0","Metrô Patriarca","0","80223"
"2756-10","USD","2756-10-1","Guaianases","1","80224"
"2762-10","USD","2762-10-0","Metrô Tatuapé","0","69196"
"2762-10","USD","2762-10-1","Ermelino Matarazzo","1","70167"
"2765-10","USD","2765-10-0","Metrô Tatuapé","0","52617"
"2765-10","USD","2765-10-1","Vl. Cisper","1","52618"
"2766-10","USD","2766-10-0","Metrô Itaquera","0","70462"
"2766-10","USD","2766-10-1","Jd. Camargo Velho","1","70463"
"2766-41","U__","2766-41-0","Metrô Itaquera","0","81406"
"2767-10","USD","2767-10-0","Metrô Tatuapé","0","70168"
"2767-10","USD","2767-10-1","Cid. Pedro José Nunes","1","56895"
"2769-10","USD","2769-10-0","Metrô Tatuapé","0","71850"
"2769-10","USD","2769-10-1","Jd. Romano","1","71851"
"2770-10","US_","2770-10-0","Metrô Vl. Matilde","0","79111"
"2770-10","US_","2770-10-1","Cptm José Bonifácio","1","78622"
"2772-10","USD","2772-10-0","Metrô Penha","0","79021"
"2772-10","USD","2772-10-1","Jd. Nazaré","1","78651"
"2780-10","USD","2780-10-0","Metrô Itaquera","0","72349"
"2780-10","USD","2780-10-1","Jd. Camargo Novo","1","72350"
"278A-10","USD","278A-10-0","Penha  ","0","71770"
"278A-10","USD","278A-10-1","Metrô Santana","1","71771"
"297A-10","USD","297A-10-0","Metrô Barra Funda","0","82092"
"297A-10","USD","297A-10-1","Vl. Santa Maria","1","82095"
"3001-10","USD","3001-10-0","Term. São Miguel","0","65189"
"3001-10","USD","3001-10-1","Itaim Paulista","1","81281"
"3002-10","USD","3002-10-0","São Miguel","0","59110"
"3002-10","USD","3002-10-1","Jd. Mabel","1","70196"
"3003-10","USD","3003-10-0","Cptm Vl. Mara/itaim","0","78670"
"3004-10","USD","3004-10-0","Cptm Vl. Mara/itaim","0","72729"
"3006-10","USD","3006-10-0","Cptm Guaianases","0","62546"
"3006-10","USD","3006-10-1","Jd. Fanganielo","1","62547"
"3008-10","USD","3008-10-0","Cptm Itaim Paulista","0","70184"
"3008-10","USD","3008-10-1","Jd. Miriam","1","64570"
"3009-10","US_","3009-10-0","Cptm Itaim Paulista","0","78671"
"3009-10","US_","3009-10-1","Itaim Paulista","1","71371"
"3010-10","USD","3010-10-0","Term. A. E. Carvalho","0","70945"
"3010-10","USD","3010-10-1","Cem. Da Saudade","1","70946"
"3013-10","USD","3013-10-0","Metalúrgicos","0","72996"
"3015-10","U__","3015-10-0","Jd. Mabel","0","70194"
"3019-10","USD","3019-10-0","Vl. Paulista I","0","68451"
"3020-10","USD","3020-10-0","Shop. Aricanduva","0","64162"
"3020-10","USD","3020-10-1","Cohab José Bonifácio ","1","72277"
"3021-10","USD","3021-10-0","Term. Vl Prudente","0","69288"
"3021-10","USD","3021-10-1","Pq. Bancário","1","69289"
"3023-10","USD","3023-10-0","Pq. São Rafael","0","71085"
"3023-10","USD","3023-10-1","Shop. Aricanduva","1","71086"
"3024-10","US_","3024-10-0","Term. Vl Prudente","0","82651"
"3024-10","US_","3024-10-1","Vl. Industrial","1","81320"
"3025-10","USD","3025-10-0","Cptm Guaianases","0","79146"
"3025-10","USD","3025-10-1","Jd. Wilma Flor","1","79147"
"3026-10","USD","3026-10-0","Cptm Guaianases","0","69231"
"3026-10","USD","3026-10-1","Vl. Iolanda Ii","1","68809"
"3027-10","USD","3027-10-0","Shop. Aricanduva","0","78768"
"3027-10","USD","3027-10-1","Cptm Guaianases","1","78769"
"3029-10","USD","3029-10-0","Metrô Tatuapé","0","81611"
"3029-10","USD","3029-10-1","Jd. Das Rosas","1","81612"
"3031-10","USD","3031-10-0","Metrô Itaquera","0","70424"
"3031-10","USD","3031-10-1","Jd. Alto Paulistano","1","70425"
"3032-10","USD","3032-10-0","Circular","0","82042"
"3033-10","USD","3033-10-0","São Mateus","0","79604"
"3033-10","USD","3033-10-1","Guaianases","1","79605"
"3046-10","USD","3046-10-0","Metrô Tatuapé","0","69543"
"3046-10","USD","3046-10-1","Vl. Guarani","1","71048"
"3051-10","USD","3051-10-0","Term. A. E. Carvalho","0","69578"
"3051-10","USD","3051-10-1","Ermelino Matarazzo","1","70174"
"3053-10","USD","3053-10-0","Metrô Belém","0","73091"
"3053-10","USD","3053-10-1","Jd. Itápolis","1","71051"
"3054-10","USD","3054-10-0","Hosp. Sapopemba","0","78553"
"3054-10","USD","3054-10-1","Jd. Palanque","1","78554"
"3063-10","USD","3063-10-0","Term. São Mateus","0","58475"
"3063-10","USD","3063-10-1","Guaianases","1","58476"
"3063-41","U__","3063-41-0","Term. São Mateus","0","71864"
"3063-41","U__","3063-41-1","Guaianases","1","71865"
"3064-10","USD","3064-10-0","Cptm Guaianases","0","56747"
"3064-10","USD","3064-10-1","Cid. Tiradentes","1","58093"
"3064-41","USD","3064-41-0","Sta. Etelvina Ii B6","0","79036"
"3069-10","USD","3069-10-0","Term. São Mateus","0","79687"
"3069-10","USD","3069-10-1","Jd. Recanto Verde Sol","1","78543"
"3069-21","U__","3069-21-0","Term. São Mateus","0","82288"
"3069-21","U__","3069-21-1","Jd. Alto Alegre","1","82289"
"307C-10","USD","307C-10-0","Metrô Artur Alvim","0","70183"
"307C-10","USD","307C-10-1","Conj. Encosta Norte","1","54271"
"3098-10","USD","3098-10-0","Shop. Aricanduva","0","82395"
"3098-10","USD","3098-10-1","Jd. São Francisco","1","81808"
"3098-31","USD","3098-31-0","Jd. Elizabeth","0","82323"
"3099-10","USD","3099-10-0","Jd. Da Conquista","0","63233"
"3099-10","USD","3099-10-1","Hosp. São Mateus","1","63234"
"3112-10","USD","3112-10-0","Metrô Belém","0","80097"
"3112-10","USD","3112-10-1","Vl. Industrial","1","80098"
"311C-10","USD","311C-10-0","Bom Retiro","0","80166"
"311C-10","USD","311C-10-1","Pq. São Lucas","1","80167"
"312N-10","USD","312N-10-0","São Miguel Paulista","0","79142"
"312N-10","USD","312N-10-1","Term. Cid. Tiradentes","1","79143"
"3134-10","USD","3134-10-0","Metrô Tamanduateí","0","78772"
"3134-10","USD","3134-10-1","Shop. Aricanduva","1","82019"
"3139-10","USD","3139-10-0","Pça. João Mendes","0","71660"
"3139-10","USD","3139-10-1","Jd. Vl. Formosa","1","82128"
"3141-10","USD","3141-10-0","Term. Pq. D. Pedro Ii","0","60507"
"3141-10","USD","3141-10-1","São Mateus","1","81893"
"314J-10","USD","314J-10-0","Pça. Almeida Jr.","0","69494"
"314J-10","USD","314J-10-1","Pq. Sta. Madalena","1","69495"
"314V-10","US_","314V-10-0","Pça. Almeida Jr.","0","82509"
"314V-10","US_","314V-10-1","Vl. Ema","1","82510"
"3160-10","USD","3160-10-0","Term. Pq. D. Pedro Ii","0","80318"
"3160-10","USD","3160-10-1","Term. Vl. Prudente","1","80119"
"3161-10","US_","3161-10-0","Term. Pq. D. Pedro Ii","0","80015"
"3161-10","US_","3161-10-1","Jd. Colorado","1","81889"
"3206-10","US_","3206-10-0","Conj. Chaparral","0","82275"
"3301-10","USD","3301-10-0","Term. Pq. D. Pedro Ii","0","71866"
"3301-10","USD","3301-10-1","Term. São Miguel","1","82459"
"3390-10","USD","3390-10-0","Term. Pq. D. Pedro Ii","0","68782"
"3390-10","USD","3390-10-1","São Mateus","1","82507"
"3414-10","US_","3414-10-0","Term. Pq. D. Pedro Ii","0","69883"
"3414-10","US_","3414-10-1","Vl. Dalila","1","69884"
"342C-10","USD","342C-10-0","Penha","0","80398"
"342C-10","USD","342C-10-1","Jd. Marília","1","79120"
"342M-10","USD","342M-10-0","Term. Penha","0","81931"
"342M-10","USD","342M-10-1","Term. São Mateus","1","81932"
"342N-10","USD","342N-10-0","E.t. Itaquera","0","78573"
"3459-10","USD","3459-10-0","Term. Pq. D. Pedro Ii","0","56954"
"3459-10","USD","3459-10-1","Itaim Paulista","1","81978"
"3459-21","U__","3459-21-0","Term. Pq. D. Pedro Ii","0","56994"
"3459-23","U__","3459-23-0","Itaim Paulista","0","81979"
"3459-24","U__","3459-24-0","Term. Pq. D. Pedro Ii","0","82328"
"3462-10","USD","3462-10-0","Metrô Tatuapé","0","81964"
"3462-10","USD","3462-10-1","Vl. Santana","1","81965"
"3462-41","U__","3462-41-0","Metrô Tatuapé","0","72466"
"351F-10","USD","351F-10-0","Term. Vl. Carrão","0","53601"
"351F-10","USD","351F-10-1","Jaçanã","1","80404"
"352A-10","USD","352A-10-0","Term. São Mateus","0","72832"
"352A-10","USD","352A-10-1","Jd. Helena","1","70150"
"3539-10","USD","3539-10-0","Metrô Bresser","0","62009"
"3539-10","USD","3539-10-1","Cid. Tiradentes","1","81962"
"354M-10","USD","354M-10-0","Term. São Mateus","0","63126"
"354M-10","USD","354M-10-1","Term. São Miguel","1","82458"
"364A-10","USD","364A-10-0","Shop. Aricanduva","0","82591"
"364A-10","USD","364A-10-1","Hosp. Ipiranga","1","80460"
"3686-10","US_","3686-10-0","Term. Pq. D. Pedro Ii","0","71874"
"3686-10","US_","3686-10-1","Jd. São Paulo","1","81974"
"3712-10","USD","3712-10-0","Metrô Itaquera","0","71774"
"3712-10","USD","3712-10-1","Jd. São João","1","71775"
"3712-51","USD","3712-51-0","Metrô Itaquera","0","80811"
"3712-51","USD","3712-51-1","Vl. Cosmopolita","1","71779"
"3718-10","USD","3718-10-0","Nova America","0","70076"
"3721-10","USD","3721-10-0","Metrô Artur Alvim","0","81848"
"3721-10","USD","3721-10-1","Shop. Aricanduva","1","81849"
"3721-41","USD","3721-41-0","Metrô Itaquera","0","71998"
"3721-41","USD","3721-41-1","Shop. Aricanduva","1","71999"
"3722-10","US_","3722-10-0","Metrô Itaquera","0","82404"
"3725-10","USD","3725-10-0","Vl. Dalila","0","70077"
"3725-41","USD","3725-41-0","Vl. Aricanduva","0","63834"
"3728-10","USD","3728-10-0","Pq. Savoy City","0","70078"
"3728-41","US_","3728-41-0","Pq. Nova Savoy","0","61668"
"3729-10","USD","3729-10-0","Metrô Carrão","0","79775"
"3729-10","USD","3729-10-1","Shop. Aricanduva","1","82131"
"372F-10","US_","372F-10-0","Metrô Bresser","0","68412"
"372F-10","US_","372F-10-1","Univ. São Judas Tadeu","1","71285"
"372U-10","USD","372U-10-0","Metrô Tatuapé","0","47323"
"372U-10","USD","372U-10-1","Vl. Sta. Isabel","1","82132"
"3731-10","USD","3731-10-0","Metrô Vl. Matilde","0","81588"
"3731-10","USD","3731-10-1","Shop. Aricanduva","1","71637"
"3732-10","USD","3732-10-0","Metrô Itaquera","0","72118"
"3732-10","USD","3732-10-1","Cptm José Bonifácio","1","72119"
"3734-10","USD","3734-10-0","Metrô Artur Alvim","0","82583"
"3734-10","USD","3734-10-1","Cid. Lider","1","82621"
"3735-10","USD","3735-10-0","Jd. São João ","0","59835"
"3735-21","U__","3735-21-0","Jd. São João ","0","59474"
"3735-41","USD","3735-41-0","Jd. São José","0","82326"
"3736-10","USD","3736-10-0","Metrô Artur Alvim","0","82584"
"3736-10","USD","3736-10-1","Jd. Nsa. Sra. Do Carmo","1","82620"
"3737-10","USD","3737-10-0","Metrô Guilhermina/esperança","0","68851"
"3737-10","USD","3737-10-1","Shop. Aricanduva","1","68684"
"3737-31","USD","3737-31-0","Circular","0","63684"
"3738-10","USD","3738-10-0","Metrô Itaquera","0","71832"
"3738-10","USD","3738-10-1","Cohab Juscelino","1","78574"
"3739-10","USD","3739-10-0","Metrô Itaquera","0","70481"
"3739-10","USD","3739-10-1","Recanto Verde Sol","1","70482"
"373L-10","USD","373L-10-0","Metrô Itaquera","0","79115"
"373L-10","USD","373L-10-1","Jd. Limoeiro","1","79116"
"373M-10","USD","373M-10-0","Shop. Metrô Tatuapé","0","80091"
"373M-10","USD","373M-10-1","Jd. Guairacá","1","80092"
"373T-10","USD","373T-10-0","Metrô Bresser","0","80095"
"373T-10","USD","373T-10-1","Jd. Itápolis","1","80096"
"3741-10","USD","3741-10-0","Metrô Itaquera","0","80862"
"3741-10","USD","3741-10-1","Cptm D. Bosco","1","70441"
"3742-10","USD","3742-10-0","Metrô Itaquera","0","78866"
"3742-10","USD","3742-10-1","Jd. Laranjeira","1","71773"
"3743-10","USD","3743-10-0","Metrô Itaquera","0","70471"
"3743-10","USD","3743-10-1","São Mateus","1","70472"
"3745-10","USD","3745-10-0","Metrô Tatuapé","0","71421"
"3745-10","USD","3745-10-1","Jd. Imperador","1","79839"
"3746-10","USD","3746-10-0","Metrô Belém","0","69561"
"3746-10","USD","3746-10-1","Jd. Imperador","1","82114"
"3746-31","U__","3746-31-0","Metrô Belém","0","80026"
"3746-31","U__","3746-31-1","Jd. Imperador","1","80027"
"374M-10","USD","374M-10-0","Metrô Itaquera","0","80940"
"374M-10","USD","374M-10-1","Cptm Ermelino Matarazzo","1","72360"
"374V-10","USD","374V-10-0","Metrô Itaquera","0","72532"
"374V-10","USD","374V-10-1","Jd. Santana","1","72533"
"3751-10","USD","3751-10-0","Metrô Itaquera","0","72100"
"3751-10","USD","3751-10-1","Cohab Prestes Maia","1","72101"
"3754-10","USD","3754-10-0","Metrô Itaquera","0","70454"
"3754-10","USD","3754-10-1","Inácio Monteiro","1","80063"
"3756-10","USD","3756-10-0","Metrô Itaquera ","0","79857"
"3756-10","USD","3756-10-1","Barro Branco","1","79858"
"3761-10","USD","3761-10-0","Metrô Carrão","0","79785"
"3761-10","USD","3761-10-1","3a. Divisão","1","79786"
"3762-10","USD","3762-10-0","Metrô Tatuapé","0","80380"
"3762-10","USD","3762-10-1","Jd. Iva","1","53119"
"3763-10","USD","3763-10-0","Metrô Tatuapé","0","80388"
"3763-10","USD","3763-10-1","Term. Vl. Carrão","1","67944"
"3766-10","U__","3766-10-0","Metrô Itaquera","0","79658"
"3766-10","U__","3766-10-1","Cohab Ii","1","79651"
"3768-10","USD","3768-10-0","Cptm José Bonifácio","0","51194"
"3768-10","USD","3768-10-1","Vl. Yolanda","1","60063"
"3773-10","USD","3773-10-0","Metrô Carrão","0","79787"
"3773-10","USD","3773-10-1","Res. Sta. Bárbara","1","79788"
"3778-10","USD","3778-10-0","Metrô Carrão","0","79783"
"3778-10","USD","3778-10-1","Jd. Sta. Terezinha","1","79784"
"3785-10","USD","3785-10-0","Metrô Itaquera","0","70477"
"3785-10","USD","3785-10-1","Cohab Barro Branco","1","70478"
"3787-10","USD","3787-10-0","Metrô Itaquera","0","82467"
"3787-10","USD","3787-10-1","Cid. Tiradentes","1","82468"
"3789-10","USD","3789-10-0","Metrô Itaquera","0","82498"
"3789-10","USD","3789-10-1","Cid. Tiradentes","1","82499"
"3789-51","USD","3789-51-0","Circular","0","82500"
"3791-10","USD","3791-10-0","Metrô Artur Alvim","0","78653"
"3791-10","USD","3791-10-1","Shop. Aricanduva","1","79667"
"3795-10","USD","3795-10-0","Metrô Itaquera","0","79885"
"3795-10","USD","3795-10-1","Jd. São Carlos","1","79886"
"3796-10","USD","3796-10-0","Metrô Itaquera","0","70420"
"3796-10","USD","3796-10-1","Gleba Do Pessego","1","78495"
"3901-10","USD","3901-10-0","Metrô Penha","0","79023"
"3901-10","USD","3901-10-1","Jd. Danfer","1","78652"
"3902-10","USD","3902-10-0","Cptm Guaianases","0","78672"
"3902-10","USD","3902-10-1","Cptm Jd. Romano","1","70192"
"3903-10","US_","3903-10-0","Penha","0","71327"
"3903-10","US_","3903-10-1","Jd. Vl. Nova","1","71328"
"390E-10","USD","390E-10-0","Term. Pq. D. Pedro Ii","0","81922"
"390E-10","USD","390E-10-1","Term. Penha","1","81923"
"4001-10","USD","4001-10-0","Term. Vl. Carrão","0","82577"
"4001-10","USD","4001-10-1","Itaquera","1","80062"
"4002-10","USD","4002-10-0","Term. Vl. Carrão","0","79879"
"4002-10","USD","4002-10-1","Guaianases","1","79880"
"4003-10","US_","4003-10-0","E.t. Itaquera","0","63809"
"4003-10","US_","4003-10-1","Inácio Monteiro","1","82533"
"4004-10","USD","4004-10-0","Barro Branco","0","54008"
"4005-10","USD","4005-10-0","Barro Branco","0","54010"
"4006-10","USD","4006-10-0","Circular","0","81662"
"4006-21","U__","4006-21-0","Circular","0","65292"
"4007-10","USD","4007-10-0","Term. Vl. Carrão","0","82569"
"4007-10","USD","4007-10-1","Cohab Juscelino","1","79013"
"4008-10","USD","4008-10-0","Term. Vl. Carrão","0","78036"
"4008-10","USD","4008-10-1","Jd. Cibele","1","81071"
"4008-21","U__","4008-21-0","Circular","0","81007"
"4010-10","US_","4010-10-0","Term. Vl. Carrão","0","78038"
"4010-10","US_","4010-10-1","Jd. Nsa. Sra. Do Carmo","1","78039"
"4011-10","USD","4011-10-0","Term. São Mateus","0","78544"
"4011-10","USD","4011-10-1","Jd. Limoeiro","1","78545"
"4012-10","USD","4012-10-0","Term. São Mateus","0","78546"
"4012-10","USD","4012-10-1","Jd. Iguatemi","1","78547"
"4013-10","USD","4013-10-0","Term. São Mateus","0","78548"
"4013-10","USD","4013-10-1","Jd. Sto. André","1","78549"
"4014-10","USD","4014-10-0","Term. Vl. Carrão","0","82078"
"4014-10","USD","4014-10-1","Jd. Vl. Carrão","1","82079"
"4015-10","USD","4015-10-0","Jd. Rodolfo Pirani","0","58466"
"4016-10","USD","4016-10-0","Jd. Rodolfo Pirani","0","78552"
"4017-10","USD","4017-10-0","Vl. Yolanda","0","81782"
"4017-10","USD","4017-10-1","Metalúrgicos","1","81783"
"4018-10","USD","4018-10-0","Term. São Mateus","0","69919"
"4018-10","USD","4018-10-1","Metalúrgicos","1","69921"
"4019-10","USD","4019-10-0","Circular","0","81420"
"4020-10","USD","4020-10-0","Jd. Novo Horizonte","0","80186"
"4021-10","USD","4021-10-0","Vl. Chuca","0","81481"
"4024-10","USD","4024-10-0","E.t. Itaquera","0","69922"
"4024-10","USD","4024-10-1","Cohab Fazenda Do Carmo","1","69923"
"4025-10","USD","4025-10-0","Metrô Tatuapé","0","82630"
"4025-10","USD","4025-10-1","Vl. Califórnia","1","82631"
"4027-10","USD","4027-10-0","Jd. Sto. André","0","71816"
"4027-10","USD","4027-10-1","Hosp. São Mateus","1","71817"
"4027-41","USD","4027-41-0","São Mateus","0","80233"
"4027-41","USD","4027-41-1","Morro Do Cruzeiro","1","80234"
"4028-10","USD","4028-10-0","Div. De Mauá","0","81389"
"4028-10","USD","4028-10-1","Hosp. São Mateus","1","81390"
"4029-10","USD","4029-10-0","Term. Vl Prudente","0","69351"
"4029-10","USD","4029-10-1","São Mateus","1","69352"
"4030-10","USD","4030-10-0","Shop. Aricanduva","0","80193"
"4030-10","USD","4030-10-1","Fazenda Da Juta","1","81339"
"4031-10","USD","4031-10-0","Metrô Tamanduateí","0","82029"
"4031-10","USD","4031-10-1","Pq. Sta. Madalena","1","80847"
"4032-10","USD","4032-10-0","Objetivo Unip","0","80459"
"4032-10","USD","4032-10-1","Vl. Das Mercês","1","72011"
"4033-10","USD","4033-10-0","Nova Conquista","0","80735"
"4033-10","USD","4033-10-1","Jd. Guairacá","1","80736"
"4035-10","USD","4035-10-0","Metrô Itaquera","0","81409"
"4035-10","USD","4035-10-1","Guaianases","1","81410"
"4036-10","USD","4036-10-0","Term. Vl. Carrão","0","82582"
"4036-10","USD","4036-10-1","Metrô Itaquera","1","81416"
"4037-10","USD","4037-10-0","Circular","0","81850"
"403A-10","USD","403A-10-0","Term. Penha","0","82572"
"403A-10","USD","403A-10-1","Cptm José Bonifácio","1","82262"
"4051-10","USD","4051-10-0","Cptm Guaianases","0","60943"
"4051-10","USD","4051-10-1","Jd. São Paulo","1","60944"
"4052-10","USD","4052-10-0","Metrô Itaquera","0","70509"
"4052-10","USD","4052-10-1","Cptm Guaianases","1","70510"
"4053-10","USD","4053-10-0","Cptm Guaianases","0","71093"
"4055-10","USD","4055-10-0","Vl. Solange","0","70980"
"4056-10","USD","4056-10-0","Term. São Mateus","0","79906"
"4056-10","USD","4056-10-1","Pq. Boa Esperança","1","79914"
"407A-10","US_","407A-10-0","Lgo. Da Concórdia","0","81787"
"407A-10","US_","407A-10-1","Shop. Aricanduva","1","82133"
"407E-10","USD","407E-10-0","Metrô Carrão","0","82423"
"407E-10","USD","407E-10-1","Jd. Sto. André","1","82424"
"407F-10","USD","407F-10-0","Metrô Belém","0","82049"
"407F-10","USD","407F-10-1","Term. São Mateus","1","82135"
"407G-10","USD","407G-10-0","Metrô Carrão","0","79789"
"407G-10","USD","407G-10-1","Jd. Nova Vitória","1","79790"
"407H-10","USD","407H-10-0","Metrô Itaquera","0","81448"
"407H-10","USD","407H-10-1","Jd. São Francisco","1","81449"
"407I-10","US_","407I-10-0","Metrô Bresser","0","63287"
"407I-10","US_","407I-10-1","Conj. Manoel Da Nóbrega","1","82389"
"407J-10","USD","407J-10-0","Metrô Tatuapé","0","62369"
"407J-10","USD","407J-10-1","Jd. Soares","1","72866"
"407K-10","US_","407K-10-0","Metrô Carrão","0","79797"
"407K-10","US_","407K-10-1","Term. São Mateus","1","79798"
"407L-10","USD","407L-10-0","Metrô Guilhermina/esperança","0","80728"
"407L-10","USD","407L-10-1","Barro Branco","1","56626"
"407M-10","USD","407M-10-0","Metrô Vl. Mariana","0","64550"
"407N-10","USD","407N-10-0","Metrô Penha","0","54128"
"407N-10","USD","407N-10-1","Term. Cid. Tiradentes","1","78978"
"407P-10","USD","407P-10-0","Metrô Tatuapé","0","82340"
"407P-10","USD","407P-10-1","Term. Cid. Tiradentes","1","81963"
"407R-10","USD","407R-10-0","Metrô Belém","0","53970"
"407R-10","USD","407R-10-1","Term. Vl. Carrão","1","82136"
"407T-10","USD","407T-10-0","Metrô Itaquera","0","70456"
"407T-10","USD","407T-10-1","Jd. Redil","1","70457"
"407W-10","U__","407W-10-0","Metrô Carrão","0","79795"
"407W-10","U__","407W-10-1","Jd. Iv Centenário","1","79796"
"407Y-10","U__","407Y-10-0","Metrô Vl. Prudente","0","82020"
"4085-10","USD","4085-10-0","Metrô Itaquera","0","62047"
"4085-10","USD","4085-10-1","Cohab Fazenda Do Carmo","1","59375"
"4086-10","USD","4086-10-0","Circular","0","79294"
"4087-10","USD","4087-10-0","Vl. Popular","0","82601"
"408A-10","USD","408A-10-0","Cardoso De Almeida","0","68698"
"408A-10","USD","408A-10-1","Machado De Assis","1","68697"
"4092-10","USD","4092-10-0","Setor Iib","0","61802"
"4093-10","USD","4093-10-0","Term. Cid. Tiradentes","0","59430"
"4093-10","USD","4093-10-1","Cid. Tiradentes","1","59431"
"4111-10","US_","4111-10-0","Pça. Da República","0","69384"
"4112-10","U__","4112-10-0","Pça. Da República","0","45025"
"4113-10","USD","4113-10-0","Pça. Da República","0","44331"
"4114-10","USD","4114-10-0","Term. Pq. D. Pedro Ii","0","81362"
"4114-10","USD","4114-10-1","Jd. Da Saúde","1","81363"
"4115-10","USD","4115-10-0","Pça. Da República","0","59000"
"414P-10","USD","414P-10-0","Term. Norte Metrô Carrão","0","80405"
"414P-10","USD","414P-10-1","Vl. Industrial","1","71515"
"4210-10","USD","4210-10-0","Term. Pq. D. Pedro Ii","0","56949"
"4210-10","USD","4210-10-1","Term. Cid. Tiradentes","1","62610"
"4221-10","USD","4221-10-0","Term. Pq. D. Pedro Ii","0","68417"
"4221-10","USD","4221-10-1","Jd. Planalto","1","72126"
"4222-10","US_","4222-10-0","Mooca","0","82508"
"425E-10","USD","425E-10-0","Jd. Ester","0","79555"
"4284-10","USD","4284-10-0","Term. Vl. Prudente","0","82057"
"4284-10","USD","4284-10-1","Vl. Califórnia","1","82058"
"4286-10","US_","4286-10-0","Term. Vl Prudente","0","82653"
"4286-10","US_","4286-10-1","Vl. Industrial","1","69303"
"4288-10","USD","4288-10-0","Term. Pq. D. Pedro Ii","0","81360"
"4288-10","USD","4288-10-1","Pq. Sta. Madalena","1","82586"
"4310-10","USD","4310-10-0","Term. Pq. D. Pedro Ii","0","63429"
"4310-10","USD","4310-10-1","E.t. Itaquera","1","81975"
"4310-21","U__","4310-21-0","Term. Pq. D. Pedro Ii","0","63213"
"4311-10","USD","4311-10-0","Term. Pq. D. Pedro Ii","0","60663"
"4311-10","USD","4311-10-1","Term. São Mateus","1","60664"
"4312-10","US_","4312-10-0","Term. Pq. D. Pedro Ii","0","82043"
"4312-10","US_","4312-10-1","Jd. Marília","1","81980"
"4313-10","USD","4313-10-0","Term. Pq. D. Pedro Ii","0","62899"
"4313-10","USD","4313-10-1","Term. Cid. Tiradentes","1","62900"
"4314-10","US_","4314-10-0","Term. Pq. D. Pedro Ii","0","82580"
"4314-10","US_","4314-10-1","Inácio Monteiro","1","77976"
"4315-10","USD","4315-10-0","Term. Pq. D. Pedro Ii","0","79876"
"4315-10","USD","4315-10-1","Term. Vl. Carrão","1","79877"
"4491-10","USD","4491-10-0","Term. Pq. D. Pedro Ii","0","80493"
"4491-10","USD","4491-10-1","Vl. Liviero","1","80494"
"4706-10","USD","4706-10-0","Metrô Vl. Mariana","0","72851"
"4706-10","USD","4706-10-1","Jd. Maria Estela Ii","1","72852"
"4708-10","USD","4708-10-0","Metrô Vl. Mariana","0","72871"
"4708-10","USD","4708-10-1","Jd. Clímax","1","72872"
"4709-10","USD","4709-10-0","Metrô Vl. Mariana","0","80046"
"4709-10","USD","4709-10-1","Jd. São Savério","1","72874"
"4716-10","USD","4716-10-0","Metrô Sta. Cruz","0","63890"
"4716-10","USD","4716-10-1","Sacomã","1","79728"
"4717-10","USD","4717-10-0","Metrô Saúde","0","60000"
"4718-10","USD","4718-10-0","Metrô Sta. Cruz","0","80839"
"4721-10","USD","4721-10-0","Metrô Jabaquara","0","72981"
"4721-10","USD","4721-10-1","Shop. Plaza Sul","1","72982"
"4724-10","USD","4724-10-0","Vl. Nhocuné","0","70340"
"4725-10","USD","4725-10-0","Shop. Ibirapuera","0","53653"
"4726-10","USD","4726-10-0","Metrô Tatuapé","0","63239"
"4726-10","USD","4726-10-1","Mooca","1","73115"
"4727-10","USD","4727-10-0","Metrô Pça. Da áRvore","0","72133"
"4727-10","USD","4727-10-1","Jd. Clímax","1","72134"
"4729-10","USD","4729-10-0","Metrô Belém","0","63231"
"4729-10","USD","4729-10-1","Pq. Bancário","1","81891"
"4732-10","USD","4732-10-0","Metrô Saúde","0","79745"
"4732-10","USD","4732-10-1","Vl. Liviero","1","79746"
"4732-31","USD","4732-31-0","Metrô Saúde","0","79747"
"4732-31","USD","4732-31-1","Vl. Liviero","1","79748"
"4734-10","USD","4734-10-0","Metrô Saúde","0","72776"
"4734-10","USD","4734-10-1","Vl. Moraes","1","72015"
"4735-10","US_","4735-10-0","Jd. Vera Cruz","0","82324"
"4742-10","USD","4742-10-0","Metrô São Judas","0","53671"
"475M-10","USD","475M-10-0","Term. Amaral Gurgel","0","72156"
"475M-10","USD","475M-10-1","Jd. Da Saúde","1","72700"
"475R-10","USD","475R-10-0","Term. Pq. D. Pedro Ii","0","71366"
"475R-10","USD","475R-10-1","Jd. São Savério","1","78446"
"476A-10","USD","476A-10-0","Term. Sto. Amaro","0","81374"
"476A-10","USD","476A-10-1","Ipiranga","1","81375"
"476G-10","USD","476G-10-0","Ibirapuera","0","82647"
"476G-10","USD","476G-10-1","Jd. Elba","1","82592"
"476G-41","USD","476G-41-0","Metrô Ana Rosa","0","82648"
"476G-41","USD","476G-41-1","Vl. Industrial","1","82593"
"476L-10","USD","476L-10-0","Lar Esc. São Francisco","0","70334"
"477A-10","USD","477A-10-0","Term. Pinheiros","0","73109"
